sh_advertise_yingxiao_activity,活动前端,sh_advertise_yingxiao,,
sh_advertise_yingxiao_display,展示广告前端,sh_advertise_yingxiao,,
sh_advertise_yingxiao_cpccpt,cpccpt前端,sh_advertise_yingxiao,,
sh_advertise_bjsearch,北京搜索广告组,sh_advertise,,
sh_advertise_shsearch,上海搜索广告组,sh_advertise,,
sh_advertise_data,广告数据组,sh_advertise,,
sh_advertise_compass,广告罗盘组,sh_advertise,,
sh_advertise_cpmt,展示广告组,sh_advertise,,
sh_advertise_quality,质量组,sh_advertise,,
sh_advertise_ci,持续集成,sh_advertise,,
sh_advertise_ci_searchad,上海搜索广告,sh_advertise_ci,,
sh_advertise_ci_searchad_shad,上海搜索广告组,sh_advertise_ci_searchad,,
sh_advertise_ci_hdyx,互动营销技术组,sh_advertise_ci,,
sh_advertise_ci_hdyx_activities,商业活动,sh_advertise_ci_hdyx,,
sh_advertise_ci_hdyx_MerchantFE,大商家前端,sh_advertise_ci_hdyx,,
sh_advertise_ci_hdyx_RSTechFE,推荐搜索技术大前端,sh_advertise_ci_hdyx,,
sh_advertise_ci_brandAndUnion,品牌与联盟广告技术组,sh_advertise_ci,,
sh_advertise_ci_brandAndUnion_brand,品牌技术,sh_advertise_ci_brandAndUnion,,
sh_advertise_ci_brandAndUnion_uniontx,联盟业务系统组,sh_advertise_ci_brandAndUnion,,
sh_advertise_ci_brandAndUnion_unionadx,联盟中台技术组,sh_advertise_ci_brandAndUnion,,
sh_advertise_ci_merchant,商家端系统技术组,sh_advertise_ci,,
sh_advertise_ci_merchant_kp,鲲鹏技术组,sh_advertise_ci_merchant,,
sh_advertise_ci_merchant_salessc,供应链技术组,sh_advertise_ci_merchant,,
sh_advertise_ci_merchant_adac,账号,sh_advertise_ci_merchant,,
sh_advertise_ci_merchant_shopdiy,投放技术组,sh_advertise_ci_merchant,,
sh_advertise_ci_data,数据运营技术组,sh_advertise_ci,,
sh_advertise_ci_data_dop,数据运营技术组,sh_advertise_ci_data,,
sh_advertise_ci_engine,非搜索广告引擎组,sh_advertise_ci,,
sh_advertise_ci_engine_displayeng,展示广告技术组,sh_advertise_ci_engine,,
sh_advertise_ci_engine_ade,业务系统组,sh_advertise_ci_engine,,
sh_advertise_ci_engine_adebase,基础架构组,sh_advertise_ci_engine,,
sh_advertise_ci_engine_index,广告索引,sh_advertise_ci_engine,,
sh_advertise_ci_adalgo,非搜索广告算法组,sh_advertise_ci,,
sh_advertise_ci_adalgo_algo,效果算法组,sh_advertise_ci_adalgo,,
sh_advertise_ci_adalgo_algostrategy,策略机制组,sh_advertise_ci_adalgo,,
sh_advertise_ci_Quality,质量组,sh_advertise_ci,,
sh_advertise_ci_Quality_qa,广告测试,sh_advertise_ci_Quality,,
